"id","origin_zip","destination_zip","equipment_type","origin_city","origin_state","destination_city","destination_state","rate_source","duration","target_rate","avg_rate","max_rate","miles","fuel_surcharge","created_userid","created_at","cache_date","updated_at","updated_userid","meta_data"
118,"17050","54701",2,Goodhope,PA,Caryville,WI,Sonar,3,1624.41,1692.34,1766.31,978.39,0.00,,2024-04-22 04:52:13.578,2024-04-21 18:30:00.000,2024-04-22 04:52:13.578,,null
119,"61101","77301",2,Rockford,IL,Beach,TX,Sonar,3,1932.80,2054.23,2151.35,1129.71,0.00,,2024-04-22 04:52:13.841,2024-04-21 18:30:00.000,2024-04-22 04:52:13.841,,null
120,"21201","01103",2,Baltimore,MD,Springfield,MA,Sonar,3,889.17,980.40,1106.01,323.47,0.00,,2024-04-22 04:52:14.263,2024-04-21 18:30:00.000,2024-04-22 04:52:14.263,,null
121,"61244","83543",2,Babcock,IL,Nezperce,ID,Sonar,3,3647.50,3723.19,3806.73,1681.09,0.00,,2024-04-22 04:52:14.592,2024-04-21 18:30:00.000,2024-04-22 04:52:14.592,,null
122,"27284","07008",2,Guthrie,NC,Carteret,NJ,Sonar,3,1162.24,1218.51,1322.26,532.29,0.00,,2024-04-22 04:52:15.281,2024-04-21 18:30:00.000,2024-04-22 04:52:15.281,,null
123,"52801","33401",2,Davenport,IA,West Palm Beach,FL,Sonar,3,3052.93,3171.01,3225.06,1392.88,0.00,,2024-04-22 04:52:20.026,2024-04-21 18:30:00.000,2024-04-22 04:52:20.026,,null
124,"78040","46307",2,Laredo,TX,Crown Point,IN,Sonar,3,2536.37,2593.73,2698.96,1364.09,0.00,,2024-04-22 04:52:23.377,2024-04-21 18:30:00.000,2024-04-22 04:52:23.377,,null
125,"75119","70401",2,Ennis,TX,Hammond,LA,Sonar,3,1021.49,1060.40,1085.83,499.60,0.00,,2024-04-22 04:52:25.338,2024-04-21 18:30:00.000,2024-04-22 04:52:25.338,,null
126,"77550","78155",2,Galveston,TX,New Berlin,TX,Sonar,3,601.57,629.46,688.36,199.92,0.00,,2024-04-22 04:52:28.868,2024-04-21 18:30:00.000,2024-04-22 04:52:28.868,,null
127,"60133","23432",2,Bartlett,IL,Chuckatuck,VA,Sonar,3,1745.14,1867.20,1954.59,919.40,0.00,,2024-04-22 04:52:29.627,2024-04-21 18:30:00.000,2024-04-22 04:52:29.627,,null
128,"61602","43351",2,Peoria,IL,Upper Sandusky,OH,Sonar,3,873.48,935.02,990.45,399.59,0.00,,2024-04-22 04:52:30.341,2024-04-21 18:30:00.000,2024-04-22 04:52:30.341,,null
129,"32628","01103",2,Cross City,FL,Springfield,MA,Sonar,3,1775.62,1856.46,1942.82,1151.30,0.00,,2024-04-22 04:52:31.544,2024-04-21 18:30:00.000,2024-04-22 04:52:31.544,,null
130,"33602","38343",2,Tampa,FL,Humboldt,TN,Sonar,3,779.27,835.54,918.42,819.61,0.00,,2024-04-22 04:52:32.810,2024-04-21 18:30:00.000,2024-04-22 04:52:32.810,,null
131,"72201","30071",2,Little Rock,AR,Berkeley Lake,GA,Sonar,3,1272.65,1338.67,1449.10,542.51,0.00,,2024-04-22 04:52:35.297,2024-04-21 18:30:00.000,2024-04-22 04:52:35.297,,null
132,"71730","78201",2,El Dorado,AR,Balcones Heights,TX,Sonar,3,768.64,898.87,1063.95,543.59,0.00,,2024-04-22 04:52:38.075,2024-04-21 18:30:00.000,2024-04-22 04:52:38.075,,null
133,"77002","63353",2,Clutch City,TX,Louisiana,MO,Sonar,3,1497.43,1563.02,1630.40,861.64,0.00,,2024-04-22 04:52:40.635,2024-04-21 18:30:00.000,2024-04-22 04:52:40.635,,null
134,"66101","97031",2,Kansas City,KS,Hood River,OR,Sonar,3,3957.77,4056.86,4162.12,1796.92,0.00,,2024-04-22 04:52:42.813,2024-04-21 18:30:00.000,2024-04-22 04:52:42.813,,null
135,"12202","16037",2,Albany,NY,Harmony,PA,Sonar,3,723.88,861.72,1045.69,469.75,0.00,,2024-04-22 04:52:44.381,2024-04-21 18:30:00.000,2024-04-22 04:52:44.381,,null
136,"97469","92570",2,Riddle,OR,Lake Mathews,CA,Sonar,3,1149.23,1207.43,1287.19,895.77,0.00,,2024-04-22 04:52:50.856,2024-04-21 18:30:00.000,2024-04-22 04:52:50.856,,null
137,"43351","30680",2,Upper Sandusky,OH,Winder,GA,Sonar,3,1302.17,1388.17,1460.46,647.10,0.00,,2024-04-22 04:52:51.088,2024-04-21 18:30:00.000,2024-04-22 04:52:51.088,,null
138,"26037","17042",2,Follansbee,WV,Avon,PA,Sonar,3,945.02,981.78,1053.81,241.23,0.00,,2024-04-22 04:52:54.357,2024-04-21 18:30:00.000,2024-04-22 04:52:54.357,,null
144,"31520","71638",2,Altama,GA,Baxter,AR,Sonar,3,1014.22,1079.85,1162.80,815.16,0.00,,2024-04-22 04:53:12.046,2024-04-21 18:30:00.000,2024-04-22 04:53:12.046,,null
149,"17257","85201",2,Cleversburg,PA,Mesa,AZ,Sonar,3,3435.44,3645.37,3680.07,2261.13,0.00,,2024-04-22 04:53:17.625,2024-04-21 18:30:00.000,2024-04-22 04:53:17.625,,null
157,"43351","28301",2,Upper Sandusky,OH,East Fayetteville,NC,Sonar,3,1303.61,1372.47,1454.04,558.89,0.00,,2024-04-22 04:53:23.082,2024-04-21 18:30:00.000,2024-04-22 04:53:23.082,,null
158,"60107","44017",2,Streamwood,IL,Berea,OH,Sonar,3,973.29,1016.99,1062.54,382.98,0.00,,2024-04-22 04:53:25.309,2024-04-21 18:30:00.000,2024-04-22 04:53:25.309,,null
165,"15122","64101",2,Pittsburgh,PA,Kansas City,MO,Sonar,3,1519.52,1633.97,1763.80,840.00,0.00,,2024-04-22 04:53:31.129,2024-04-21 18:30:00.000,2024-04-22 04:53:31.129,,null
169,"15001","02451",2,Aliquippa,PA,North Waltham,MA,Sonar,3,1200.26,1279.80,1380.26,569.44,0.00,,2024-04-22 04:53:35.817,2024-04-21 18:30:00.000,2024-04-22 04:53:35.817,,null
174,"29501","12015",2,Florence,SC,Athens,NY,Sonar,3,1554.86,1618.94,1683.03,785.04,0.00,,2024-04-22 04:53:41.546,2024-04-21 18:30:00.000,2024-04-22 04:53:41.546,,null
176,"92251","85901",2,Imperial,CA,Show Low,AZ,Sonar,3,1026.57,1054.35,1118.29,437.10,0.00,,2024-04-22 04:53:42.852,2024-04-21 18:30:00.000,2024-04-22 04:53:42.852,,null
181,"50021","79022",2,Ankeny,IA,Dalhart,TX,Sonar,3,1639.07,1783.88,1896.53,798.08,0.00,,2024-04-22 04:53:49.263,2024-04-21 18:30:00.000,2024-04-22 04:53:49.263,,null
185,"54801","43543",2,Spooner,WI,Holiday City,OH,Sonar,3,1121.40,1221.91,1326.08,629.56,0.00,,2024-04-22 04:53:54.369,2024-04-21 18:30:00.000,2024-04-22 04:53:54.369,,null
187,"21237","06492",2,Baltimore,MD,Wallingford,CT,Sonar,3,790.29,869.01,936.03,275.94,0.00,,2024-04-22 04:53:57.771,2024-04-21 18:30:00.000,2024-04-22 04:53:57.771,,null
190,"47620","02062",2,Mount Vernon,IN,Norwood,MA,Sonar,3,2034.48,2101.31,2197.49,1077.71,0.00,,2024-04-22 04:54:00.066,2024-04-21 18:30:00.000,2024-04-22 04:54:00.066,,null
194,"52801","12065",2,Davenport,IA,Clifton Park,NY,Sonar,3,2098.70,2197.67,2336.42,954.26,0.00,,2024-04-22 04:54:04.068,2024-04-21 18:30:00.000,2024-04-22 04:54:04.068,,null
201,"77002","66062",2,Clutch City,TX,Lenexa,KS,Sonar,3,1275.68,1333.29,1386.39,771.82,0.00,,2024-04-22 04:54:10.098,2024-04-21 18:30:00.000,2024-04-22 04:54:10.098,,null
204,"40065","50158",2,Shelbyville,KY,Marshalltown,IA,Sonar,3,1044.27,1121.47,1201.70,595.23,0.00,,2024-04-22 04:54:12.293,2024-04-21 18:30:00.000,2024-04-22 04:54:12.293,,null
207,"40502","53702",2,Lexington,KY,Madison,WI,Sonar,3,745.33,802.79,868.96,518.33,0.00,,2024-04-22 04:54:17.128,2024-04-21 18:30:00.000,2024-04-22 04:54:17.128,,null
211,"90745","48906",2,Carson,CA,Lansing,MI,Sonar,3,3535.82,3710.52,3888.39,2224.29,0.00,,2024-04-22 04:54:19.881,2024-04-21 18:30:00.000,2024-04-22 04:54:19.881,,null
139,"97601","75201",2,Kingsley Field,OR,Dallas,TX,Sonar,3,3185.51,3337.04,3468.34,1821.51,0.00,,2024-04-22 04:53:06.870,2024-04-21 18:30:00.000,2024-04-22 04:53:06.870,,null
147,"52001","80501",2,Center Grove,IA,Longmont,CO,Sonar,3,2533.27,2584.39,2691.30,880.37,0.00,,2024-04-22 04:53:16.033,2024-04-21 18:30:00.000,2024-04-22 04:53:16.033,,null
152,"52001","19709",2,Center Grove,IA,Middletown,DE,Sonar,3,1997.18,2096.95,2300.93,927.66,0.00,,2024-04-22 04:53:18.327,2024-04-21 18:30:00.000,2024-04-22 04:53:18.327,,null
155,"80012","77301",2,Aurora,CO,Beach,TX,Sonar,3,1256.22,1293.93,1318.16,1083.29,0.00,,2024-04-22 04:53:22.631,2024-04-21 18:30:00.000,2024-04-22 04:53:22.631,,null
159,"52001","16662",2,Center Grove,IA,Martinsburg,PA,Sonar,3,1691.00,1771.21,1921.78,741.79,0.00,,2024-04-22 04:53:26.788,2024-04-21 18:30:00.000,2024-04-22 04:53:26.788,,null
166,"40502","75090",2,Lexington,KY,Sherman,TX,Sonar,3,1868.20,1944.27,2017.67,879.20,0.00,,2024-04-22 04:53:31.821,2024-04-21 18:30:00.000,2024-04-22 04:53:31.821,,null
170,"53080","15901",2,Saukville,WI,Johnstown,PA,Sonar,3,1509.38,1584.19,1720.71,648.14,0.00,,2024-04-22 04:53:38.341,2024-04-21 18:30:00.000,2024-04-22 04:53:38.341,,null
171,"92376","85701",2,Rialto,CA,Tucson,AZ,Sonar,3,1090.20,1141.41,1209.03,451.13,0.00,,2024-04-22 04:53:39.313,2024-04-21 18:30:00.000,2024-04-22 04:53:39.313,,null
175,"17201","70112",2,Aqua,PA,New Orleans,LA,Sonar,3,2101.40,2148.64,2186.05,1084.99,0.00,,2024-04-22 04:53:42.609,2024-04-21 18:30:00.000,2024-04-22 04:53:42.609,,null
177,"33563","33880",2,Plant City,FL,Eloise,FL,Sonar,3,421.60,455.22,505.22,40.20,0.00,,2024-04-22 04:53:44.606,2024-04-21 18:30:00.000,2024-04-22 04:53:44.606,,null
180,"08102","27030",2,Camden,NJ,Mount Airy,NC,Sonar,3,883.71,929.46,1039.45,491.37,0.00,,2024-04-22 04:53:48.840,2024-04-21 18:30:00.000,2024-04-22 04:53:48.840,,null
184,"61602","15901",2,Peoria,IL,Johnstown,PA,Sonar,3,1422.87,1505.30,1614.75,628.52,0.00,,2024-04-22 04:53:54.035,2024-04-21 18:30:00.000,2024-04-22 04:53:54.035,,null
186,"65802","66025",2,Springfield,MO,Eudora,KS,Sonar,3,1332.97,1517.14,1733.74,185.29,0.00,,2024-04-22 04:53:57.619,2024-04-21 18:30:00.000,2024-04-22 04:53:57.619,,null
193,"78040","44117",2,Laredo,TX,Cleveland,OH,Sonar,3,2835.23,2906.73,2977.72,1547.35,0.00,,2024-04-22 04:54:03.290,2024-04-21 18:30:00.000,2024-04-22 04:54:03.290,,null
197,"66101","81625",2,Kansas City,KS,Craig,CO,Sonar,3,2318.87,2341.28,2380.04,826.65,0.00,,2024-04-22 04:54:06.041,2024-04-21 18:30:00.000,2024-04-22 04:54:06.041,,null
198,"52801","33901",2,Davenport,IA,Fort Myers,FL,Sonar,3,3041.52,3116.38,3205.03,1362.02,0.00,,2024-04-22 04:54:07.807,2024-04-21 18:30:00.000,2024-04-22 04:54:07.807,,null
203,"29340","28801",2,Gaffney,SC,Asheville,NC,Sonar,3,696.78,815.18,967.98,72.33,0.00,,2024-04-22 04:54:11.349,2024-04-21 18:30:00.000,2024-04-22 04:54:11.349,,null
205,"72370","72315",2,Osceola,AR,Blytheville,AR,Sonar,3,864.89,966.64,1014.46,0.00,0.00,,2024-04-22 04:54:12.357,2024-04-21 18:30:00.000,2024-04-22 04:54:12.357,,null
208,"76031","21201",2,Cleburne,TX,Baltimore,MD,Sonar,3,2663.14,2729.05,2899.86,1390.92,0.00,,2024-04-22 04:54:17.259,2024-04-21 18:30:00.000,2024-04-22 04:54:17.259,,null
140,"27253","48174",2,Graham,NC,Brownstown,MI,Sonar,3,1077.06,1147.76,1236.01,598.85,0.00,,2024-04-22 04:53:07.102,2024-04-21 18:30:00.000,2024-04-22 04:53:07.102,,null
150,"77550","78660",2,Galveston,TX,Pflugerville,TX,Sonar,3,585.70,622.12,670.42,194.56,0.00,,2024-04-22 04:53:18.010,2024-04-21 18:30:00.000,2024-04-22 04:53:18.010,,null
153,"95202","92570",2,Stockton,CA,Lake Mathews,CA,Sonar,3,599.51,647.80,684.52,415.14,0.00,,2024-04-22 04:53:19.618,2024-04-21 18:30:00.000,2024-04-22 04:53:19.618,,null
162,"17563","17113",2,Eldora,PA,Bressler,PA,Sonar,3,401.27,468.39,602.64,38.99,0.00,,2024-04-22 04:53:27.517,2024-04-21 18:30:00.000,2024-04-22 04:53:27.517,,null
164,"21201","46526",2,Baltimore,MD,Foraker,IN,Sonar,3,1011.67,1113.06,1178.21,605.09,0.00,,2024-04-22 04:53:30.592,2024-04-21 18:30:00.000,2024-04-22 04:53:30.592,,null
167,"17545","06088",2,Elstonville,PA,East Windsor,CT,Sonar,3,833.95,903.54,1014.57,277.89,0.00,,2024-04-22 04:53:34.312,2024-04-21 18:30:00.000,2024-04-22 04:53:34.312,,null
172,"15522","78040",2,Bedford,PA,Laredo,TX,Sonar,3,2471.57,2556.72,2654.48,1654.90,0.00,,2024-04-22 04:53:40.035,2024-04-21 18:30:00.000,2024-04-22 04:53:40.035,,null
179,"77550","57103",2,Galveston,TX,Sioux Falls,SD,Sonar,3,1737.89,1804.23,1857.79,1086.30,0.00,,2024-04-22 04:53:47.779,2024-04-21 18:30:00.000,2024-04-22 04:53:47.779,,null
183,"70112","38401",2,New Orleans,LA,Columbia,TN,Sonar,3,886.23,926.86,1043.98,487.06,0.00,,2024-04-22 04:53:52.597,2024-04-21 18:30:00.000,2024-04-22 04:53:52.597,,null
189,"23701","18407",2,Portsmouth,VA,Carbondale,PA,Sonar,3,865.00,929.48,954.17,402.74,0.00,,2024-04-22 04:53:59.780,2024-04-21 18:30:00.000,2024-04-22 04:53:59.780,,null
196,"24301","29526",2,Pulaski,VA,Conway,SC,Sonar,3,658.82,685.41,705.97,268.39,0.00,,2024-04-22 04:54:05.523,2024-04-21 18:30:00.000,2024-04-22 04:54:05.523,,null
199,"44060","30122",2,Kirtland Hills,OH,Lithia Springs,GA,Sonar,3,1335.36,1417.08,1500.06,679.48,0.00,,2024-04-22 04:54:08.823,2024-04-21 18:30:00.000,2024-04-22 04:54:08.823,,null
202,"08102","35160",2,Camden,NJ,Talladega,AL,Sonar,3,1430.35,1504.27,1565.39,878.92,0.00,,2024-04-22 04:54:11.047,2024-04-21 18:30:00.000,2024-04-22 04:54:11.047,,null
210,"98402","98531",2,Tacoma,WA,Centralia,WA,Sonar,3,405.34,432.52,459.62,41.52,0.00,,2024-04-22 04:54:18.301,2024-04-21 18:30:00.000,2024-04-22 04:54:18.301,,null
141,"29650","33572",2,Greer,SC,Apollo Beach,FL,Sonar,3,1468.97,1526.00,1590.45,585.97,0.00,,2024-04-22 04:53:07.512,2024-04-21 18:30:00.000,2024-04-22 04:53:07.512,,null
148,"26062","21201",2,Weirton,WV,Baltimore,MD,Sonar,3,1065.78,1098.98,1153.19,288.17,0.00,,2024-04-22 04:53:17.551,2024-04-21 18:30:00.000,2024-04-22 04:53:17.551,,null
154,"52001","04092",2,Center Grove,IA,Westbrook,ME,Sonar,3,2647.62,2735.18,2867.32,1286.37,0.00,,2024-04-22 04:53:21.078,2024-04-21 18:30:00.000,2024-04-22 04:53:21.078,,null
160,"43351","30303",2,Upper Sandusky,OH,Atlanta,GA,Sonar,3,1281.33,1355.07,1429.48,590.29,0.00,,2024-04-22 04:53:26.868,2024-04-21 18:30:00.000,2024-04-22 04:53:26.868,,null
168,"17756","44139",2,Clarkstown,PA,Cleveland,OH,Sonar,3,668.60,764.90,823.56,286.18,0.00,,2024-04-22 04:53:35.278,2024-04-21 18:30:00.000,2024-04-22 04:53:35.278,,null
173,"77002","75201",2,Clutch City,TX,Dallas,TX,Sonar,3,624.70,656.28,698.16,240.89,0.00,,2024-04-22 04:53:41.027,2024-04-21 18:30:00.000,2024-04-22 04:53:41.027,,null
178,"24382","08075",2,Stones Mill,VA,Bridgeboro,NJ,Sonar,3,1277.16,1335.29,1407.63,461.89,0.00,,2024-04-22 04:53:45.364,2024-04-21 18:30:00.000,2024-04-22 04:53:45.364,,null
182,"70112","38401",2,New Orleans,LA,Columbia,TN,Sonar,3,886.23,926.86,1043.98,487.06,0.00,,2024-04-22 04:53:50.040,2024-04-21 18:30:00.000,2024-04-22 04:53:50.040,,null
188,"77547","75160",2,Galena Park,TX,Terrell,TX,Sonar,3,633.61,672.39,705.72,251.00,0.00,,2024-04-22 04:53:57.837,2024-04-21 18:30:00.000,2024-04-22 04:53:57.837,,null
191,"21201","49651",2,Baltimore,MD,Lake City,MI,Sonar,3,961.46,1009.49,1051.08,754.10,0.00,,2024-04-22 04:54:00.870,2024-04-21 18:30:00.000,2024-04-22 04:54:00.870,,null
192,"71635","62664",2,Crossett,AR,Luther,IL,Sonar,3,1172.60,1233.67,1299.91,589.69,0.00,,2024-04-22 04:54:02.112,2024-04-21 18:30:00.000,2024-04-22 04:54:02.112,,null
195,"07102","60451",2,Academy,NJ,New Lenox,IL,Sonar,3,1153.36,1205.52,1303.54,778.85,0.00,,2024-04-22 04:54:04.623,2024-04-21 18:30:00.000,2024-04-22 04:54:04.623,,null
200,"17101","21076",2,Harrisburg,PA,Hanover,MD,Sonar,3,524.11,691.46,757.40,78.88,0.00,,2024-04-22 04:54:09.801,2024-04-21 18:30:00.000,2024-04-22 04:54:09.801,,null
206,"03038","44017",2,Derry,NH,Berea,OH,Sonar,3,901.96,997.79,1152.70,654.97,0.00,,2024-04-22 04:54:13.281,2024-04-21 18:30:00.000,2024-04-22 04:54:13.281,,null
209,"82001","50021",2,Cheyenne,WY,Ankeny,IA,Sonar,3,793.97,821.05,868.31,654.14,0.00,,2024-04-22 04:54:17.771,2024-04-21 18:30:00.000,2024-04-22 04:54:17.771,,null
142,"29405","28134",2,Charleston,SC,Pineville,NC,Sonar,3,690.52,711.45,734.44,199.20,0.00,,2024-04-22 04:53:08.366,2024-04-21 18:30:00.000,2024-04-22 04:53:08.366,,null
143,"90745","37174",2,Carson,CA,Spring Hill,TN,Sonar,3,3732.52,3883.22,4003.41,2031.49,0.00,,2024-04-22 04:53:08.591,2024-04-21 18:30:00.000,2024-04-22 04:53:08.591,,null
145,"62278","80022",2,Grigg,IL,Commerce City,CO,Sonar,3,2821.35,2885.34,2935.42,865.63,0.00,,2024-04-22 04:53:12.537,2024-04-21 18:30:00.000,2024-04-22 04:53:12.537,,null
146,"37711","33060",2,Bulls Gap,TN,Pompano Beach,FL,Sonar,3,1667.90,1742.94,1812.27,865.48,0.00,,2024-04-22 04:53:15.364,2024-04-21 18:30:00.000,2024-04-22 04:53:15.364,,null
151,"71730","30038",2,El Dorado,AR,Lithonia,GA,Sonar,3,1290.78,1383.85,1489.76,601.17,0.00,,2024-04-22 04:53:18.076,2024-04-21 18:30:00.000,2024-04-22 04:53:18.076,,null
156,"92251","89048",2,Imperial,CA,Crystal,NV,Sonar,3,950.76,1007.60,1039.07,283.34,0.00,,2024-04-22 04:53:22.761,2024-04-21 18:30:00.000,2024-04-22 04:53:22.761,,null
161,"21201","46514",2,Baltimore,MD,Elkhart,IN,Sonar,3,1011.67,1113.06,1178.21,605.09,0.00,,2024-04-22 04:53:27.333,2024-04-21 18:30:00.000,2024-04-22 04:53:27.333,,null
163,"36104","44128",2,Montgomery,AL,Bedford Heights,OH,Sonar,3,1121.10,1203.37,1294.14,803.58,0.00,,2024-04-22 04:53:30.578,2024-04-21 18:30:00.000,2024-04-22 04:53:30.578,,null
212,"17201","33401",2,Aqua,PA,West Palm Beach,FL,Sonar,3,2231.34,2336.97,2519.04,1082.81,0.00,,2024-04-22 04:54:21.046,2024-04-21 18:30:00.000,2024-04-22 04:54:21.046,,null
213,"15001","04101",2,Aliquippa,PA,Portland,ME,Sonar,3,1385.71,1464.45,1544.22,677.71,0.00,,2024-04-22 04:54:23.125,2024-04-21 18:30:00.000,2024-04-22 04:54:23.125,,null
214,"17701","07094",2,Barbours,PA,Secaucus,NJ,Sonar,3,724.05,758.51,783.26,179.30,0.00,,2024-04-22 04:54:23.358,2024-04-21 18:30:00.000,2024-04-22 04:54:23.358,,null
215,"68801","61264",2,Grand Island,NE,Milan,IL,Sonar,3,964.21,990.98,1018.73,487.24,0.00,,2024-04-22 04:54:24.840,2024-04-21 18:30:00.000,2024-04-22 04:54:24.840,,null
216,"38611","33060",2,Byhalia,MS,Pompano Beach,FL,Sonar,3,2259.20,2377.12,2481.38,960.38,0.00,,2024-04-22 04:54:25.791,2024-04-21 18:30:00.000,2024-04-22 04:54:25.791,,null
217,"77351","75652",2,Livingston,TX,Chapman,TX,Sonar,3,828.90,850.22,862.46,198.58,0.00,,2024-04-22 04:54:26.109,2024-04-21 18:30:00.000,2024-04-22 04:54:26.109,,null
218,"31401","03275",2,Savannah,GA,Allenstown,NH,Sonar,3,2068.59,2173.64,2260.13,1099.14,0.00,,2024-04-22 04:54:27.629,2024-04-21 18:30:00.000,2024-04-22 04:54:27.629,,null
219,"78040","48875",2,Laredo,TX,Portland,MI,Sonar,3,2634.64,2707.69,2835.55,1529.54,0.00,,2024-04-22 04:54:29.116,2024-04-21 18:30:00.000,2024-04-22 04:54:29.116,,null
220,"47012","35203",2,Brookville,IN,Birmingham,AL,Sonar,3,1164.27,1224.52,1309.85,486.44,0.00,,2024-04-22 04:54:31.094,2024-04-21 18:30:00.000,2024-04-22 04:54:31.094,,null
221,"19092","46514",2,Philadelphia,PA,Elkhart,IN,Sonar,3,1075.10,1154.74,1229.22,659.97,0.00,,2024-04-22 04:54:31.289,2024-04-21 18:30:00.000,2024-04-22 04:54:31.289,,null
222,"75165","37201",2,Waxahachie,TX,Nashville,TN,Sonar,3,1315.72,1360.27,1436.33,670.64,0.00,,2024-04-22 04:54:32.795,2024-04-21 18:30:00.000,2024-04-22 04:54:32.795,,null
223,"52001","33106",2,Center Grove,IA,Miami,FL,Sonar,3,3209.59,3331.43,3393.65,1529.11,0.00,,2024-04-22 04:54:33.026,2024-04-21 18:30:00.000,2024-04-22 04:54:33.026,,null
224,"98526","70401",2,Amanda Park,WA,Hammond,LA,Sonar,3,3505.65,3574.66,3649.73,2738.46,0.00,,2024-04-22 04:54:33.118,2024-04-21 18:30:00.000,2024-04-22 04:54:33.118,,null
225,"75022","70401",2,Flower Mound,TX,Hammond,LA,Sonar,3,1039.73,1063.21,1099.11,519.11,0.00,,2024-04-22 04:54:35.597,2024-04-21 18:30:00.000,2024-04-22 04:54:35.597,,null
226,"60601","37055",2,Chicago,IL,Dickson,TN,Sonar,3,1023.04,1113.98,1244.19,470.90,0.00,,2024-04-22 04:54:36.330,2024-04-21 18:30:00.000,2024-04-22 04:54:36.330,,null
227,"70601","38401",2,Grand Lake,LA,Columbia,TN,Sonar,3,1288.46,1357.47,1414.08,675.64,0.00,,2024-04-22 04:54:37.010,2024-04-21 18:30:00.000,2024-04-22 04:54:37.010,,null
228,"38801","37064",2,Ballardsville,MS,Franklin,TN,Sonar,3,798.40,923.77,1122.57,213.20,0.00,,2024-04-22 04:54:37.526,2024-04-21 18:30:00.000,2024-04-22 04:54:37.526,,null
229,"71742","78201",2,Fordyce,AR,Balcones Heights,TX,Sonar,3,768.64,898.87,1063.95,543.59,0.00,,2024-04-22 04:54:39.347,2024-04-21 18:30:00.000,2024-04-22 04:54:39.347,,null
230,"29440","43351",2,Georgetown,SC,Upper Sandusky,OH,Sonar,3,1053.55,1128.16,1210.55,673.91,0.00,,2024-04-22 04:54:41.095,2024-04-21 18:30:00.000,2024-04-22 04:54:41.095,,null
231,"61101","38401",2,Rockford,IL,Columbia,TN,Sonar,3,1149.22,1228.79,1303.03,622.92,0.00,,2024-04-22 04:54:41.280,2024-04-21 18:30:00.000,2024-04-22 04:54:41.280,,null
232,"31829","31024",2,Columbus,GA,Eatonton,GA,Sonar,3,547.86,672.36,804.66,92.95,0.00,,2024-04-22 04:54:42.824,2024-04-21 18:30:00.000,2024-04-22 04:54:42.824,,null
233,"16146","47933",2,Sharon,PA,Crawfordsville,IN,Sonar,3,705.72,772.94,873.13,430.44,0.00,,2024-04-22 04:54:42.884,2024-04-21 18:30:00.000,2024-04-22 04:54:42.884,,null
234,"44502","01887",2,Youngstown,OH,Wilmington,MA,Sonar,3,1305.65,1378.33,1474.05,605.75,0.00,,2024-04-22 04:54:45.777,2024-04-21 18:30:00.000,2024-04-22 04:54:45.777,,null
235,"29440","28613",2,Georgetown,SC,Conover,NC,Sonar,3,699.02,726.03,747.16,258.84,0.00,,2024-04-22 04:54:46.856,2024-04-21 18:30:00.000,2024-04-22 04:54:46.856,,null
236,"65560","74103",2,Doss,MO,Tulsa,OK,Sonar,3,1304.48,1445.59,1611.97,284.48,0.00,,2024-04-22 04:54:48.068,2024-04-21 18:30:00.000,2024-04-22 04:54:48.068,,null
237,"75038","37402",2,Irving,TX,Chattanooga,TN,Sonar,3,1394.98,1452.53,1534.74,797.02,0.00,,2024-04-22 04:54:49.872,2024-04-21 18:30:00.000,2024-04-22 04:54:49.872,,null
238,"40502","33602",2,Lexington,KY,Tampa,FL,Sonar,3,2172.23,2239.32,2349.14,819.67,0.00,,2024-04-22 04:54:50.096,2024-04-21 18:30:00.000,2024-04-22 04:54:50.096,,null
239,"24477","21219",2,Stuarts Draft,VA,Baltimore,MD,Sonar,3,863.49,974.69,1125.35,209.86,0.00,,2024-04-22 04:54:52.811,2024-04-21 18:30:00.000,2024-04-22 04:54:52.811,,null
240,"78040","58784",2,Laredo,TX,Belden,ND,Sonar,3,2062.19,2143.36,2197.40,1624.55,0.00,,2024-04-22 04:54:53.364,2024-04-21 18:30:00.000,2024-04-22 04:54:53.364,,null
241,"77002","67202",2,Clutch City,TX,Wichita,KS,Sonar,3,1056.42,1139.55,1289.01,601.50,0.00,,2024-04-22 04:54:55.325,2024-04-21 18:30:00.000,2024-04-22 04:54:55.325,,null
242,"70438","70090",2,Franklinton,LA,Vacherie,LA,Sonar,3,839.49,876.15,902.72,42.15,0.00,,2024-04-22 04:54:56.867,2024-04-21 18:30:00.000,2024-04-22 04:54:56.867,,null
243,"31401","73521",2,Savannah,GA,Altus,OK,Sonar,3,1589.25,1663.85,1736.84,1183.76,0.00,,2024-04-22 04:54:58.618,2024-04-21 18:30:00.000,2024-04-22 04:54:58.618,,null
244,"24301","30038",2,Pulaski,VA,Lithonia,GA,Sonar,3,663.35,715.02,800.88,359.80,0.00,,2024-04-22 04:55:00.293,2024-04-21 18:30:00.000,2024-04-22 04:55:00.293,,null
245,"15301","17042",2,Washington,PA,Avon,PA,Sonar,3,878.51,911.95,987.42,208.13,0.00,,2024-04-22 04:55:02.515,2024-04-21 18:30:00.000,2024-04-22 04:55:02.515,,null
246,"52778","76802",2,Lime City,IA,Brownwood,TX,Sonar,3,1846.03,2009.43,2147.02,1068.36,0.00,,2024-04-22 04:55:04.281,2024-04-21 18:30:00.000,2024-04-22 04:55:04.281,,null
247,"79323","60601",2,Denver City,TX,Chicago,IL,Sonar,3,1633.96,1709.22,1811.86,1191.29,0.00,,2024-04-23 05:24:58.430,2024-04-22 18:30:00.000,2024-04-23 05:24:58.430,,null
